"air_quality_index (aqi)","city_code (idx)","time","latitude","longitude","city_name","carbon_monoxide (co)","nitrogen_dioxide (no2)","ground_level_ozone (o3)","air_pressure (p)","coarse_particulate_matter (pm10)","fine_particulate_matter (pm2.5)","sulfur_dioxide (so2)","temperature (t)","wind_speed (w)","humidity (h)"
"96.0","5724","2019-02-23 11:00:00.000","51.50735","-0.1277583","London","10.0","14.9","5.5","1034.5","42.0","96.0","4.6","15.2","1.5",
"109.0","7949","2019-02-23 10:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1034.5",,"109.0",,"15.2",,
"108.0","3193","2019-02-23 10:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.6","31.9","3.1","1033.5","39.0","108.0","3.9","16.2",,"50.6"
"91.0","10874","2019-02-23 10:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","9.2","17.9","2.2","1034.7","39.0","91.0","5.6","14.1",,"66.5"
"101.0","3189","2019-02-23 10:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","9.2","16.0","3.2","1034.7","40.0","101.0","4.6","14.1",,"66.5"
"111.0","3166","2019-02-23 10:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.0","21.6","3.1","1034.5","46.0","111.0","3.9","15.2",,
"79.0","3191","2019-02-23 10:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"16.8","6.3",,"26.0","79.0",,,"1.5",
"101.0","5724","2019-02-23 10:00:00.000","51.50735","-0.1277583","London","9.2","16.0","2.2","1034.7","40.0","101.0","5.6","12.9","1.5",
"81.0","3191","2019-02-23 09:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"18.2","3.4","1034.5","27.0","81.0",,"7.5",,"96.5"
"89.0","10874","2019-02-23 09:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","9.2","18.2","2.2","1034.6","39.0","89.0","5.6","12.5",,"70.5"
"77.0","3194","2019-02-23 09:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.9","18.2","2.3","1034.6","27.0","77.0","0.2","12.9",,"69.5"
"108.0","3193","2019-02-23 09:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.0","31.9","3.1","1034.5","39.0","108.0","3.9","15.2",,
"88.0","3189","2019-02-23 09:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","9.2","14.9","1.8","1034.6","35.0","88.0","4.2","12.5",,"70.5"
"104.0","3166","2019-02-23 09:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","9.2","22.9","2.2","1034.6","45.0","104.0","5.6","12.7",,
"50.0","10875","2019-02-23 08:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"17.9",,"1034.5","25.0","50.0",,"15.2",,
"77.0","3191","2019-02-23 08:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"19.5","2.3",,"24.0","77.0",,,"1.2",
"91.0","3189","2019-02-23 08:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","7.9","15.0","0.9",,"35.0","91.0","4.1","11.9",,"72.5"
"91.0","10874","2019-02-23 08:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","8.2","17.9","0.8",,"36.0","91.0","3.8","11.9",,"72.5"
"82.0","8919","2019-02-23 08:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"17.4",,"1034.5","34.0","82.0",,,,
"54.0","7946","2019-02-23 08:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"23.4","1.3","1034.5","37.0","54.0",,,,
"57.0","7944","2019-02-23 08:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"40.8","1.3","1034.5","57.0","56.0",,,,
"105.0","7945","2019-02-23 08:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"38.8",,"1034.7","44.0","105.0",,"12.7",,
"105.0","5724","2019-02-23 08:00:00.000","51.50735","-0.1277583","London","9.2","59.2","2.2","1034.7","45.0","105.0","5.6","12.7","1.5",
"95.0","10874","2019-02-23 07:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","8.2","17.7","0.8","1034.5","36.0","95.0","3.8","10.2",,
"92.0","3166","2019-02-23 07:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","7.4","15.3","1.9","1034.5","34.0","92.0","2.0","10.2",,
"81.0","3191","2019-02-23 07:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"20.1","1.6",,"26.0","81.0",,,"1.5",
"92.0","5724","2019-02-23 07:00:00.000","51.50735","-0.1277583","London","7.4","19.2","1.9","1034.5","34.0","92.0","2.0","10.2","2.8",
"5.0","3194","2019-02-23 07:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.8","19.2","0.5","1034.4","33.0","89.0","0.2",,,
"92.0","3189","2019-02-23 07:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","8.2","15.2","0.8","1034.5","36.0","92.0","3.8","10.2",,
"107.0","3193","2019-02-23 07:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","7.9","25.0","1.8",,"35.0","107.0","2.3","11.9",,"72.5"
"99.0","10874","2019-02-23 06:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","7.4","17.1","0.6","1034.1","38.0","99.0","4.2","10.1",,
"53.0","10875","2019-02-23 06:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"20.8",,"1034.6","27.0","53.0",,"12.5",,"70.5"
"96.0","5724","2019-02-23 06:00:00.000","51.50735","-0.1277583","London","7.4","18.7","2.2",,"35.0","96.0","1.3",,"2.5",
"56.0","7946","2019-02-23 06:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"18.5","0.7","1034.4","29.0","56.0",,,,
"96.0","3166","2019-02-23 06:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","7.4","13.6","2.2",,"35.0","96.0","1.3",,,
"78.0","8919","2019-02-23 06:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"18.5",,"1034.6","36.0","78.0",,"12.5",,"70.5"
"95.0","3189","2019-02-23 06:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","7.4","16.0","0.6","1034.1","38.0","95.0","4.2","10.1",,
"5.0","3194","2019-02-23 06:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.7","18.7","0.3",,"33.0","89.0","0.2",,,
"72.0","7944","2019-02-23 06:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"31.2","1.0","1034.6","62.0","72.0",,"12.5",,"70.5"
"83.0","3191","2019-02-23 06:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"19.3","1.7",,"27.0","83.0",,,,
"107.0","7949","2019-02-23 06:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1034.4",,"107.0",,,,
"53.0","10875","2019-02-23 05:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"22.9",,"1034.1","25.0","53.0",,"10.1",,
"102.0","5724","2019-02-23 05:00:00.000","51.50735","-0.1277583","London","4.5","24.4","0.4",,"38.0","102.0","3.6",,,
"102.0","3166","2019-02-23 05:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","7.3","13.2","2.3",,"38.0","102.0","1.4",,,
"107.0","7949","2019-02-23 05:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,,,"107.0",,,,
"55.0","7946","2019-02-23 05:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"20.1","0.7",,"30.0","55.0",,,,
"91.0","7944","2019-02-23 05:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"31.2","1.0","1034.5","91.0","72.0",,"10.2",,
"5.0","3194","2019-02-23 05:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.5","18.3","0.4",,"33.0","89.0","0.2",,,
"85.0","8919","2019-02-23 05:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"18.8",,"1034.2","34.0","85.0",,"10.1",,
"90.0","3191","2019-02-23 05:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"20.1","1.3",,"31.0","90.0",,,"2.5",
"108.0","3193","2019-02-23 05:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","8.2","23.5","2.2","1034.1","35.0","108.0","2.0","10.1",,
"91.0","10874","2019-02-23 05:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","7.3","16.9","1.1",,"37.0","91.0","3.7",,,
"60.0","7944","2019-02-23 04:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"22.0","1.1",,"31.0","60.0",,,,
"104.0","3193","2019-02-23 04:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","7.3","21.7","2.3",,"34.0","104.0","1.4",,,
"45.0","10875","2019-02-23 04:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"23.7",,,"25.0","45.0",,,,
"89.0","8919","2019-02-23 04:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"18.0",,,"36.0","89.0",,,,
"92.0","3191","2019-02-23 04:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"21.8","1.3",,"33.0","92.0",,,,
"104.0","7949","2019-02-23 04:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,,,"104.0",,,,
"104.0","3166","2019-02-23 04:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","7.3","15.3","2.3","1034.1","39.0","104.0","1.4",,,
"56.0","7946","2019-02-23 04:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"23.0","0.7",,"32.0","56.0",,,,
"99.0","3189","2019-02-23 04:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","7.3","14.5","1.1","1034.1","37.0","99.0","3.7",,,
"97.0","10874","2019-02-23 04:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","7.3","16.9","1.1","1034.1","37.0","97.0","3.7",,,
"89.0","3194","2019-02-23 03:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.4","18.3","0.5","1034.1","33.0","89.0","0.2",,,
"109.0","7949","2019-02-23 03:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1034.2",,"109.0",,,,
"108.0","3166","2019-02-23 03:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","7.0","15.6","2.3","1034.2","42.0","108.0","1.4",,,
"41.0","7944","2019-02-23 03:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"22.9","1.2","1034.2","34.0","41.0",,,,
"115.0","3193","2019-02-23 03:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","7.3","21.7","2.3","1034.2","39.0","115.0","1.4",,,
"94.0","3191","2019-02-23 03:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"27.6","0.9",,"34.0","94.0",,,,
"109.0","10874","2019-02-23 03:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.5","19.6","1.3","1034.2","42.0","109.0","3.7",,,
"94.0","7945","2019-02-23 03:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"24.4",,,"32.0","94.0",,,,
"93.0","8919","2019-02-23 03:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"17.9",,,"32.0","93.0",,,,
"108.0","5724","2019-02-23 03:00:00.000","51.50735","-0.1277583","London","7.5","26.9","2.3","1034.4","42.0","108.0","1.5",,"3.3",
"89.0","8919","2019-02-23 02:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"18.3",,"1034.2","42.0","89.0",,,,
"112.0","3166","2019-02-23 02:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","7.5","18.3","2.2","1034.6","44.0","112.0","1.5","10.2",,
"112.0","10874","2019-02-23 02:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.9","19.6","0.9","1034.6","44.0","112.0","4.6","10.2",,
"117.0","7949","2019-02-23 02:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1034.4",,"117.0",,,,
"107.0","3189","2019-02-23 02:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.5","15.6","1.3","1034.6","42.0","107.0","3.7","10.2",,
"51.0","10875","2019-02-23 02:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"24.0",,"1034.2","27.0","51.0",,,,
"115.0","3193","2019-02-23 02:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","7.5","23.6","2.2","1034.6","39.0","115.0","1.5","10.2",,
"60.0","7944","2019-02-23 02:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"24.4","1.2","1034.4","40.0","60.0",,,,
"62.0","7946","2019-02-23 02:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"22.2","0.7","1034.2","35.0","62.0",,,,
"107.0","5724","2019-02-23 01:00:00.000","51.50735","-0.1277583","London","10.9","28.2","2.2",,"40.0","107.0","3.3",,"2.5",
"121.0","3193","2019-02-23 01:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.5","30.2","2.2",,"44.0","121.0","2.9","10.1",,"73.6"
"55.0","10875","2019-02-23 01:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"26.1",,"1034.8","37.0","55.0",,"10.5",,
"70.0","7944","2019-02-23 01:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"25.7","0.9","1034.6","47.0","70.0",,"10.2",,
"91.0","8919","2019-02-23 01:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"18.8",,"1034.6","39.0","91.0",,"10.2",,
"57.0","3191","2019-02-23 01:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"27.5","2.9",,"28.0","57.0",,"5.5","2.5","96.5"
"69.0","7946","2019-02-23 01:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"22.3","0.7","1034.6","37.0","69.0",,"10.1",,"74.3"
"104.0","7945","2019-02-23 01:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"26.9",,"1034.4","37.0","104.0",,,,
"104.0","10874","2019-02-23 01:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.9","25.0","0.9",,"44.0","104.0","4.6",,,"73.5"
"89.0","3194","2019-02-23 01:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.5","18.8","0.8","1034.6","34.0","89.0","0.2","10.2",,
"107.0","3166","2019-02-23 01:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.9","18.3","2.2",,"40.0","107.0","3.3",,,"73.5"
"127.0","7949","2019-02-23 01:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1034.8",,"127.0",,"10.5",,
"63.0","10875","2019-02-23 00:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"17.7",,,"30.0","63.0",,,,"73.5"
"110.0","3189","2019-02-23 00:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.9","22.0","0.9","1035.1","44.0","110.0","4.6",,,"71.5"
"63.0","7944","2019-02-23 00:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"29.5","1.1",,"47.0","63.0",,"10.1",,"73.6"
"104.0","10874","2019-02-23 00:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","11.6","25.0","0.9","1035.1","47.0","104.0","4.6",,,"71.5"
"96.0","3166","2019-02-23 00:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.9","20.9","2.1","1035.1","38.0","96.0","3.2",,,"71.5"
"114.0","7949","2019-02-23 00:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,,,"114.0",,,,"73.5"
"64.0","7946","2019-02-23 00:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"22.7","0.7",,"38.0","64.0",,,,"73.5"
"84.0","3194","2019-02-23 00:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","5.3","23.5","2.2",,"32.0","84.0","0.2",,,"73.5"
"138.0","3194","2019-02-22 23:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","5.8","26.6","2.2","1035.1","53.0","138.0","0.5",,,"71.5"
"76.0","3191","2019-02-22 23:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"33.5","1.2","1035.9","28.0","76.0",,"3.6","0.4",
"95.0","8919","2019-02-22 23:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"22.8",,,"36.0","95.0",,,,
"91.0","5724","2019-02-22 23:00:00.000","51.50735","-0.1277583","London","11.6","36.6","2.2","1035.9","34.0","91.0","3.6","3.6","0.4",
"102.0","7949","2019-02-22 23:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1035.1",,"102.0",,,,"71.5"
"71.0","7946","2019-02-22 23:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"27.1","0.7","1035.1","35.0","71.0",,,,"71.5"
"105.0","7945","2019-02-22 23:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"28.2",,,"39.0","105.0",,,,
"91.0","3166","2019-02-22 23:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.6","24.0","2.2","1035.9","34.0","91.0","3.6","3.6","0.4",
"104.0","10874","2019-02-22 23:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","11.6","27.4","0.9","1035.8","47.0","104.0","4.6","3.6","0.4",
"62.0","10875","2019-02-22 23:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"20.6",,"1035.1","30.0","62.0",,,,"71.6"
"125.0","3193","2019-02-22 23:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.9","32.5","2.1","1035.3","44.0","125.0","3.2",,,
"107.0","10874","2019-02-22 22:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","11.4","27.4","1.0","1027.7","47.0","107.0","5.2","6.1","0.5","93.2"
"94.0","3166","2019-02-22 22:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.6","22.9","2.2","1027.7","36.0","94.0","3.6","6.1","0.5","93.2"
"91.0","8919","2019-02-22 22:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"24.3",,"1035.3","36.0","91.0",,,,
"70.0","7946","2019-02-22 22:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"30.4","0.7","1035.8","35.0","70.0",,"3.5","0.4",
"122.0","3193","2019-02-22 22:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","11.6","35.1","2.2","1035.9","46.0","122.0","3.6","3.8","0.4",
"74.0","3191","2019-02-22 22:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"37.4","1.6","1027.7","31.0","74.0",,"6.1","0.5","93.2"
"107.0","7949","2019-02-22 22:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1035.9",,"107.0",,"3.7","0.4",
"71.0","7944","2019-02-22 22:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"40.4","1.0","1035.3","57.0","71.0",,,,
"123.0","3189","2019-02-22 22:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","11.6","21.9","0.9","1027.5","47.0","123.0","4.6","6.1","0.5","93.3"
"97.0","10874","2019-02-22 21:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","12.1","30.9","1.0","1035.5","47.0","97.0","5.2","6.6",,"93.5"
"91.0","8919","2019-02-22 21:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"23.9",,"1035.9","47.0","91.0",,"3.7","0.4",
"112.0","7949","2019-02-22 21:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1027.5",,"112.0",,"6.3","0.5",
"69.0","10875","2019-02-22 21:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"28.2",,,"33.0","69.0",,"5.5","0.5",
"76.0","3194","2019-02-22 21:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","6.7","28.9","2.2","1035.9","53.0","76.0","0.6","3.6","0.4",
"114.0","3193","2019-02-22 21:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","11.4","33.3","2.2","1035.5","42.0","114.0","3.7","6.6","1.8","93.5"
